               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 132,            0.036086,            0.009255,           0.0089406,             0.91914,               0.925,             0.96314,             0.58936,            0.017978,           0.0048586,           0.0034325,           0.0074062,           0.0074062,           0.0074062
                 133,            0.029945,           0.0087926,           0.0083032,             0.99498,                   1,               0.995,             0.69958,            0.015298,           0.0046781,            0.003288,           0.0073864,           0.0073864,           0.0073864
                 134,            0.030771,            0.010419,           0.0078314,             0.93695,               0.925,             0.95971,             0.48515,            0.021488,           0.0049362,            0.003155,           0.0073666,           0.0073666,           0.0073666
                 135,            0.037276,           0.0083128,           0.0087121,             0.71721,             0.99185,             0.97786,             0.58839,            0.021431,           0.0049315,            0.003243,           0.0073468,           0.0073468,           0.0073468
                 136,            0.036646,           0.0098009,            0.010098,             0.71721,             0.99185,             0.97786,             0.58839,            0.021431,           0.0049315,            0.003243,            0.007327,            0.007327,            0.007327
                 137,            0.031166,           0.0080499,           0.0061557,             0.81055,             0.96434,             0.96414,             0.60183,            0.019438,           0.0048873,           0.0031578,           0.0073072,           0.0073072,           0.0073072
                 138,            0.032789,            0.010474,           0.0077009,             0.67426,             0.97842,             0.99045,             0.59885,            0.023643,           0.0052225,           0.0031022,           0.0072874,           0.0072874,           0.0072874
                 139,            0.038859,           0.0093008,           0.0078543,             0.94836,                   1,               0.995,             0.69028,            0.018365,           0.0048117,           0.0028071,           0.0072676,           0.0072676,           0.0072676
                 140,            0.029307,           0.0097596,           0.0089617,             0.94836,                   1,               0.995,             0.69028,            0.018365,           0.0048117,           0.0028071,           0.0072478,           0.0072478,           0.0072478
                 141,            0.028166,           0.0090265,           0.0097422,              0.9921,                   1,               0.995,             0.71571,            0.014658,           0.0046629,            0.002805,            0.007228,            0.007228,            0.007228
                 142,            0.028678,           0.0088698,           0.0086507,             0.92634,             0.98789,             0.99381,             0.74971,            0.018978,           0.0048633,            0.002786,           0.0072082,           0.0072082,           0.0072082
                 143,            0.029068,           0.0090544,           0.0067884,             0.59755,               0.975,             0.89791,             0.47083,            0.025193,           0.0050862,           0.0028204,           0.0071884,           0.0071884,           0.0071884
                 144,            0.039772,            0.008778,            0.011285,             0.59755,               0.975,             0.89791,             0.47083,            0.025193,           0.0050862,           0.0028204,           0.0071686,           0.0071686,           0.0071686
                 145,             0.03391,           0.0095401,           0.0073408,             0.88505,             0.98805,             0.97136,             0.59343,            0.021006,           0.0048244,           0.0028655,           0.0071488,           0.0071488,           0.0071488
                 146,            0.030886,           0.0075696,           0.0076505,             0.99274,                   1,               0.995,              0.5377,            0.021335,           0.0047167,            0.002884,            0.007129,            0.007129,            0.007129
                 147,            0.032548,           0.0089954,           0.0063326,             0.82692,                0.95,             0.96101,             0.73138,            0.016744,           0.0045755,           0.0029407,           0.0071092,           0.0071092,           0.0071092
                 148,            0.028693,           0.0092267,           0.0065351,             0.82692,                0.95,             0.96101,             0.73138,            0.016744,           0.0045755,           0.0029407,           0.0070894,           0.0070894,           0.0070894
                 149,            0.029063,           0.0095056,           0.0079205,             0.92676,               0.975,             0.97821,             0.62241,             0.01742,           0.0046632,           0.0031117,           0.0070696,           0.0070696,           0.0070696
                 150,            0.030816,           0.0089121,            0.012431,               0.991,               0.975,             0.98852,             0.56772,            0.023101,           0.0047957,           0.0031386,           0.0070498,           0.0070498,           0.0070498
                 151,            0.039003,           0.0092729,           0.0059435,             0.95227,             0.97565,               0.995,             0.76353,            0.016747,           0.0046857,           0.0033736,             0.00703,             0.00703,             0.00703
                 152,             0.02818,            0.009823,           0.0086269,             0.95227,             0.97565,               0.995,             0.76353,            0.016747,           0.0046857,           0.0033736,           0.0070102,           0.0070102,           0.0070102
                 153,            0.028285,           0.0091011,           0.0096998,             0.96053,              0.9978,               0.995,             0.80762,            0.012872,           0.0045302,           0.0035234,           0.0069904,           0.0069904,           0.0069904
                 154,            0.028614,           0.0088314,            0.012246,                   1,             0.97099,               0.995,             0.72132,            0.018862,           0.0047309,           0.0035386,           0.0069706,           0.0069706,           0.0069706
                 155,            0.031556,            0.010457,            0.011263,             0.99383,             0.97749,               0.995,             0.72363,            0.016444,           0.0045611,            0.003441,           0.0069508,           0.0069508,           0.0069508
                 156,            0.029377,           0.0084777,           0.0095248,             0.99383,             0.97749,               0.995,             0.72363,            0.016444,           0.0045611,            0.003441,            0.006931,            0.006931,            0.006931
                 157,            0.027423,           0.0096388,            0.010521,             0.99183,             0.97808,               0.995,               0.789,            0.011897,           0.0043985,           0.0034928,           0.0069112,           0.0069112,           0.0069112
                 158,            0.027443,           0.0083444,           0.0065597,             0.99538,             0.97466,             0.99174,               0.652,            0.018972,           0.0045367,           0.0034955,           0.0068914,           0.0068914,           0.0068914
                 159,            0.032567,           0.0093296,            0.011129,             0.95038,             0.96894,             0.99174,             0.57485,            0.021088,           0.0045751,           0.0033762,           0.0068716,           0.0068716,           0.0068716
                 160,            0.034511,           0.0079309,           0.0066429,             0.95038,             0.96894,             0.99174,             0.57485,            0.021088,           0.0045751,           0.0033762,           0.0068518,           0.0068518,           0.0068518
                 161,             0.02949,           0.0090847,           0.0070152,              0.9746,             0.97691,               0.995,             0.74927,            0.015737,           0.0043294,           0.0036988,            0.006832,            0.006832,            0.006832
                 162,            0.028942,           0.0094075,            0.008843,             0.82675,             0.96953,             0.95291,             0.64205,            0.018201,           0.0044183,           0.0036944,           0.0068122,           0.0068122,           0.0068122
                 163,            0.038281,           0.0083354,            0.010608,             0.98757,             0.97778,               0.995,             0.79982,            0.013485,           0.0041005,            0.003488,           0.0067924,           0.0067924,           0.0067924
                 164,            0.029619,           0.0081103,           0.0098912,             0.98757,             0.97778,               0.995,             0.79982,            0.013485,           0.0041005,            0.003488,           0.0067726,           0.0067726,           0.0067726
                 165,            0.022894,            0.008154,           0.0079668,             0.99149,             0.97844,               0.995,             0.84239,            0.011792,           0.0040425,           0.0033834,           0.0067528,           0.0067528,           0.0067528
                 166,            0.027735,            0.008156,            0.010399,             0.97087,                   1,               0.995,             0.75647,            0.017115,           0.0042531,           0.0031014,            0.006733,            0.006733,            0.006733
                 167,            0.029881,           0.0087318,           0.0082951,             0.93199,                   1,             0.99262,             0.65175,            0.017796,           0.0042427,           0.0031213,           0.0067132,           0.0067132,           0.0067132
                 168,            0.035444,           0.0081881,             0.00795,             0.93199,                   1,             0.99262,             0.65175,            0.017796,           0.0042427,           0.0031213,           0.0066934,           0.0066934,           0.0066934
                 169,            0.031142,           0.0076525,            0.010783,             0.98873,                   1,               0.995,             0.67439,            0.019328,           0.0043248,           0.0033193,           0.0066736,           0.0066736,           0.0066736
                 170,            0.032541,           0.0093728,            0.012103,             0.92488,             0.94583,             0.98936,             0.48275,            0.019489,           0.0046051,           0.0033602,           0.0066538,           0.0066538,           0.0066538
                 171,             0.03805,            0.008924,           0.0081947,             0.99482,                   1,               0.995,              0.7706,            0.013917,           0.0042694,            0.003204,            0.006634,            0.006634,            0.006634
                 172,            0.026946,           0.0091765,             0.01005,             0.99482,                   1,               0.995,              0.7706,            0.013917,           0.0042694,            0.003204,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026131,           0.0081025,           0.0086097,             0.99417,                   1,               0.995,             0.79346,            0.011787,           0.0042382,           0.0031861,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025473,           0.0084329,           0.0069384,             0.99349,                   1,               0.995,             0.73951,            0.014566,           0.0044007,           0.0030786,           0.0065746,           0.0065746,           0.0065746
                 175,            0.024941,           0.0082831,             0.00763,             0.92748,                   1,             0.98098,             0.51191,            0.024135,           0.0046649,           0.0029676,           0.0065548,           0.0065548,           0.0065548
                 176,            0.039363,           0.0079631,           0.0080077,             0.92748,                   1,             0.98098,             0.51191,            0.024135,           0.0046649,           0.0029676,            0.006535,            0.006535,            0.006535
                 177,            0.034771,           0.0092868,            0.011401,             0.94591,                   1,             0.98364,             0.57143,            0.021224,           0.0045535,           0.0029723,           0.0065152,           0.0065152,           0.0065152
                 178,            0.030741,           0.0095818,           0.0077717,             0.99198,                   1,               0.995,             0.73714,            0.016271,           0.0043716,            0.002933,           0.0064954,           0.0064954,           0.0064954
                 179,            0.032214,           0.0087877,           0.0074651,             0.99286,                   1,               0.995,             0.64021,            0.017655,           0.0043535,           0.0028301,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029258,           0.0080231,           0.0080202,             0.99286,                   1,               0.995,             0.64021,            0.017655,           0.0043535,           0.0028301,           0.0064558,           0.0064558,           0.0064558
                 181,            0.026298,           0.0091116,           0.0092079,             0.99348,                   1,               0.995,             0.72331,            0.014156,           0.0042064,            0.002768,            0.006436,            0.006436,            0.006436
                 182,            0.027349,           0.0082814,           0.0077609,             0.99209,                   1,               0.995,             0.65572,            0.016692,           0.0044218,           0.0027303,           0.0064162,           0.0064162,           0.0064162
                 183,            0.035368,           0.0089459,           0.0076668,             0.99425,                   1,               0.995,             0.74839,            0.014478,           0.0042135,           0.0026634,           0.0063964,           0.0063964,           0.0063964
                 184,            0.028025,           0.0094392,            0.010559,             0.99425,                   1,               0.995,             0.74839,            0.014478,           0.0042135,           0.0026634,           0.0063766,           0.0063766,           0.0063766
                 185,            0.023535,           0.0084075,            0.007023,             0.99553,                   1,               0.995,               0.804,            0.011578,             0.00396,           0.0026156,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025655,           0.0079891,           0.0082536,             0.99399,                   1,               0.995,             0.76502,            0.013259,           0.0039736,            0.002578,            0.006337,            0.006337,            0.006337
                 187,            0.031285,           0.0088764,           0.0075237,             0.89548,                   1,             0.96179,             0.67351,            0.017985,           0.0042914,           0.0025047,           0.0063172,           0.0063172,           0.0063172
                 188,            0.031237,           0.0086573,            0.010983,             0.89548,                   1,             0.96179,             0.67351,            0.017985,           0.0042914,           0.0025047,           0.0062974,           0.0062974,           0.0062974
                 189,            0.024669,           0.0080441,           0.0063657,              0.9966,                   1,               0.995,             0.71524,            0.014035,           0.0040914,           0.0025095,           0.0062776,           0.0062776,           0.0062776
                 190,            0.028118,           0.0085961,           0.0082902,              0.9078,                   1,             0.98281,             0.57736,            0.021227,           0.0044502,           0.0024824,           0.0062578,           0.0062578,           0.0062578
                 191,            0.036958,           0.0094436,           0.0072206,             0.99585,                   1,               0.995,              0.7241,            0.012432,            0.003888,           0.0024637,            0.006238,            0.006238,            0.006238
                 192,            0.024869,            0.009835,             0.01168,             0.99585,                   1,               0.995,              0.7241,            0.012432,            0.003888,           0.0024637,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022442,           0.0086622,           0.0062635,              0.9957,                   1,               0.995,             0.82208,            0.011095,           0.0038083,           0.0024797,           0.0061984,           0.0061984,           0.0061984
                 194,            0.023266,            0.009164,           0.0068464,             0.99286,                   1,               0.995,             0.68785,             0.01491,           0.0041495,           0.0025077,           0.0061786,           0.0061786,           0.0061786
                 195,            0.025853,           0.0079614,            0.007271,             0.99361,                   1,               0.995,             0.66912,            0.016544,           0.0042779,           0.0025136,           0.0061588,           0.0061588,           0.0061588
                 196,            0.034311,           0.0097901,            0.006201,             0.99361,                   1,               0.995,             0.66912,            0.016544,           0.0042779,           0.0025136,            0.006139,            0.006139,            0.006139
                 197,            0.028319,           0.0076931,            0.010313,             0.99511,                   1,               0.995,             0.65077,            0.015156,           0.0041879,           0.0025156,           0.0061192,           0.0061192,           0.0061192
                 198,            0.029037,           0.0080176,           0.0085689,             0.80988,                   1,              0.8794,             0.58059,            0.017374,            0.004255,           0.0025351,           0.0060994,           0.0060994,           0.0060994
                 199,            0.031431,           0.0082606,           0.0059745,             0.99181,                   1,               0.995,             0.76728,            0.013953,           0.0039858,           0.0025783,           0.0060796,           0.0060796,           0.0060796
                 200,            0.027555,           0.0084445,           0.0086277,             0.99181,                   1,               0.995,             0.76728,            0.013953,           0.0039858,           0.0025783,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024824,           0.0074146,           0.0060397,             0.99497,                   1,               0.995,             0.80217,            0.013008,           0.0039378,           0.0026186,             0.00604,             0.00604,             0.00604
                 202,            0.024619,           0.0082918,           0.0069195,             0.95118,                   1,             0.99273,              0.6941,            0.016194,           0.0041354,           0.0026149,           0.0060202,           0.0060202,           0.0060202
                 203,            0.029655,           0.0079089,            0.011344,             0.99477,                   1,               0.995,             0.70061,            0.017477,           0.0042662,           0.0026128,           0.0060004,           0.0060004,           0.0060004
                 204,             0.02808,           0.0072689,           0.0055616,             0.99477,                   1,               0.995,             0.70061,            0.017477,           0.0042662,           0.0026128,           0.0059806,           0.0059806,           0.0059806
                 205,            0.026668,           0.0079435,           0.0083383,             0.97103,                   1,             0.99262,             0.76444,             0.01465,             0.00412,            0.002642,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027459,           0.0072429,           0.0083552,             0.99146,                   1,               0.995,             0.64965,            0.017908,            0.004259,           0.0027029,            0.005941,            0.005941,            0.005941
                 207,             0.03142,           0.0087898,            0.006029,             0.99403,                   1,               0.995,             0.78562,            0.013135,           0.0041086,           0.0027708,           0.0059212,           0.0059212,           0.0059212
                 208,            0.021931,           0.0083407,           0.0060738,             0.99403,                   1,               0.995,             0.78562,            0.013135,           0.0041086,           0.0027708,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022353,           0.0073872,           0.0077547,             0.98972,                   1,               0.995,             0.80268,            0.012714,           0.0041502,           0.0029415,           0.0058816,           0.0058816,           0.0058816
                 210,            0.024731,           0.0090589,           0.0066907,             0.89978,                   1,             0.98215,               0.798,            0.013992,           0.0042214,           0.0031151,           0.0058618,           0.0058618,           0.0058618
                 211,            0.028418,           0.0084018,             0.01028,             0.96783,             0.99726,               0.995,             0.79427,            0.014121,           0.0042485,           0.0034201,            0.005842,            0.005842,            0.005842
                 212,            0.027115,           0.0092243,           0.0057288,             0.96783,             0.99726,               0.995,             0.79427,            0.014121,           0.0042485,           0.0034201,           0.0058222,           0.0058222,           0.0058222
                 213,            0.023394,           0.0074956,           0.0084642,             0.95642,             0.99528,               0.995,             0.80789,            0.012913,           0.0042201,           0.0036847,           0.0058024,           0.0058024,           0.0058024
                 214,            0.025729,           0.0072089,           0.0071993,             0.96965,             0.97807,               0.995,             0.78427,            0.014806,           0.0044697,           0.0038405,           0.0057826,           0.0057826,           0.0057826
                 215,            0.025833,           0.0093587,           0.0095574,              0.9581,             0.99658,               0.995,             0.75068,            0.017142,           0.0046152,           0.0036984,           0.0057628,           0.0057628,           0.0057628
                 216,            0.029644,           0.0081839,           0.0063203,              0.9581,             0.99658,               0.995,             0.75068,            0.017142,           0.0046152,           0.0036984,            0.005743,            0.005743,            0.005743
                 217,            0.024792,           0.0078479,           0.0058589,             0.97702,             0.99703,               0.995,             0.77642,            0.013402,           0.0044918,           0.0033771,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024256,           0.0070763,           0.0096689,             0.99643,                   1,               0.995,             0.81798,            0.014572,           0.0042301,           0.0028521,           0.0057034,           0.0057034,           0.0057034
                 219,             0.02708,           0.0082029,            0.010293,             0.99648,                   1,               0.995,             0.79048,            0.011895,            0.004033,           0.0027966,           0.0056836,           0.0056836,           0.0056836
                 220,             0.02754,           0.0092675,           0.0075905,             0.99648,                   1,               0.995,             0.79048,            0.011895,            0.004033,           0.0027966,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023738,           0.0079134,           0.0084881,             0.99619,                   1,               0.995,             0.82395,            0.011686,           0.0039792,           0.0027941,            0.005644,            0.005644,            0.005644
                 222,            0.023823,           0.0079433,           0.0074433,             0.99572,                   1,               0.995,             0.79653,            0.013419,           0.0040938,           0.0027668,           0.0056242,           0.0056242,           0.0056242
                 223,            0.027814,           0.0076682,            0.013359,             0.99563,                   1,               0.995,             0.78565,            0.011442,           0.0039486,           0.0027306,           0.0056044,           0.0056044,           0.0056044
                 224,            0.025414,           0.0087049,           0.0054964,             0.99563,                   1,               0.995,             0.78565,            0.011442,           0.0039486,           0.0027306,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02693,           0.0083962,           0.0075282,             0.99584,                   1,               0.995,             0.83917,           0.0097448,           0.0038101,           0.0026939,           0.0055648,           0.0055648,           0.0055648
                 226,            0.027769,           0.0085252,           0.0070894,             0.99426,                   1,               0.995,             0.60279,            0.019966,           0.0042647,           0.0026163,            0.005545,            0.005545,            0.005545
                 227,            0.033483,           0.0079126,            0.010324,             0.99579,                   1,               0.995,             0.76274,            0.014321,           0.0041322,           0.0026798,           0.0055252,           0.0055252,           0.0055252
                 228,            0.025722,           0.0091297,           0.0091441,             0.99579,                   1,               0.995,             0.76274,            0.014321,           0.0041322,           0.0026798,           0.0055054,           0.0055054,           0.0055054
                 229,            0.021461,           0.0072879,           0.0055864,             0.99211,                   1,               0.995,             0.79421,            0.012518,           0.0040459,           0.0027449,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021997,           0.0083255,           0.0078918,             0.98806,                   1,               0.995,             0.78807,            0.011938,           0.0040154,           0.0028299,           0.0054658,           0.0054658,           0.0054658
                 231,             0.02547,           0.0079048,            0.010291,                0.99,                   1,               0.995,             0.75447,            0.013896,           0.0040869,           0.0027533,            0.005446,            0.005446,            0.005446
                 232,            0.025192,            0.009153,           0.0068249,                0.99,                   1,               0.995,             0.75447,            0.013896,           0.0040869,           0.0027533,           0.0054262,           0.0054262,           0.0054262
                 233,            0.027016,           0.0069542,           0.0080524,             0.98988,                   1,               0.995,             0.79083,            0.011291,           0.0039847,           0.0027627,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022568,           0.0073945,           0.0071363,             0.99055,                   1,               0.995,             0.75277,            0.014178,           0.0041448,           0.0026674,           0.0053866,           0.0053866,           0.0053866
                 235,            0.027011,           0.0076465,           0.0054261,              0.9927,                   1,               0.995,              0.7535,            0.014471,           0.0041478,           0.0025463,           0.0053668,           0.0053668,           0.0053668
                 236,            0.027344,           0.0073266,           0.0056138,              0.9927,                   1,               0.995,              0.7535,            0.014471,           0.0041478,           0.0025463,            0.005347,            0.005347,            0.005347
                 237,            0.024226,           0.0080296,           0.0053977,             0.99404,                   1,               0.995,             0.80816,            0.012092,           0.0039674,            0.002472,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024684,           0.0074324,           0.0069588,             0.99532,                   1,               0.995,             0.80673,            0.014543,           0.0041275,           0.0024155,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025292,           0.0087848,           0.0057982,             0.99497,                   1,               0.995,             0.64273,             0.01302,            0.004194,           0.0023884,           0.0052876,           0.0052876,           0.0052876
                 240,            0.027562,           0.0090285,           0.0089213,             0.99497,                   1,               0.995,             0.64273,             0.01302,            0.004194,           0.0023884,           0.0052678,           0.0052678,           0.0052678
                 241,            0.023515,           0.0077521,           0.0077776,             0.99616,                   1,               0.995,             0.75869,            0.010425,           0.0039539,           0.0023548,            0.005248,            0.005248,            0.005248
                 242,            0.023039,           0.0078962,           0.0069372,             0.99672,                   1,               0.995,             0.74761,            0.012847,           0.0041444,           0.0022681,           0.0052282,           0.0052282,           0.0052282
                 243,            0.029143,           0.0069052,           0.0090152,             0.99648,                   1,               0.995,             0.77049,            0.013916,           0.0042015,           0.0022503,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023985,           0.0076466,            0.006285,             0.99648,                   1,               0.995,             0.77049,            0.013916,           0.0042015,           0.0022503,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021184,           0.0072462,           0.0066094,             0.99648,                   1,               0.995,             0.77839,            0.013229,            0.004132,           0.0022272,           0.0051688,           0.0051688,           0.0051688
                 246,             0.02557,           0.0075395,            0.010094,             0.99637,                   1,               0.995,             0.78296,            0.011765,           0.0040356,           0.0022504,            0.005149,            0.005149,            0.005149
                 247,            0.024069,           0.0090398,           0.0070042,             0.99712,                   1,               0.995,             0.67468,            0.017736,           0.0043906,           0.0022125,           0.0051292,           0.0051292,           0.0051292
                 248,            0.026956,           0.0090075,           0.0054109,             0.99712,                   1,               0.995,             0.67468,            0.017736,           0.0043906,           0.0022125,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025462,           0.0081304,           0.0073727,             0.99648,                   1,               0.995,             0.72691,            0.015953,           0.0042234,           0.0022302,           0.0050896,           0.0050896,           0.0050896
                 250,            0.027052,            0.010745,           0.0072608,             0.99707,                   1,               0.995,             0.81146,            0.012845,           0.0040379,           0.0022376,           0.0050698,           0.0050698,           0.0050698
                 251,            0.028874,           0.0085117,           0.0082924,             0.99709,                   1,               0.995,             0.77302,            0.011766,            0.003965,           0.0022335,             0.00505,             0.00505,             0.00505
                 252,            0.023028,           0.0086712,           0.0070362,             0.99709,                   1,               0.995,             0.77302,            0.011766,            0.003965,           0.0022335,           0.0050302,           0.0050302,           0.0050302
                 253,            0.021291,            0.007779,            0.007004,             0.99709,                   1,               0.995,              0.8211,            0.010235,           0.0038465,           0.0022354,           0.0050104,           0.0050104,           0.0050104
                 254,            0.021352,           0.0081002,           0.0056163,              0.9956,                   1,               0.995,              0.7386,            0.012142,           0.0040247,           0.0022303,           0.0049906,           0.0049906,           0.0049906
                 255,            0.025113,           0.0070785,           0.0062978,             0.99618,                   1,               0.995,             0.73225,            0.016511,           0.0041732,           0.0022086,           0.0049708,           0.0049708,           0.0049708
                 256,            0.024423,           0.0086957,           0.0045163,             0.99618,                   1,               0.995,             0.73225,            0.016511,           0.0041732,           0.0022086,            0.004951,            0.004951,            0.004951
                 257,            0.024409,           0.0078365,           0.0063605,              0.9968,                   1,               0.995,             0.76282,            0.015172,           0.0041098,           0.0021856,           0.0049312,           0.0049312,           0.0049312
                 258,            0.023084,           0.0082363,           0.0057305,             0.99656,                   1,               0.995,             0.80264,            0.011827,           0.0039738,           0.0021559,           0.0049114,           0.0049114,           0.0049114
                 259,            0.026985,           0.0078147,            0.010227,             0.99666,                   1,               0.995,               0.741,             0.01227,           0.0039233,           0.0021559,           0.0048916,           0.0048916,           0.0048916
                 260,            0.025255,           0.0066114,           0.0067806,             0.99666,                   1,               0.995,               0.741,             0.01227,           0.0039233,           0.0021559,           0.0048718,           0.0048718,           0.0048718
                 261,            0.022841,           0.0066745,           0.0058957,             0.99632,                   1,               0.995,             0.76569,            0.013005,           0.0038638,           0.0021628,            0.004852,            0.004852,            0.004852
                 262,             0.02363,           0.0079896,           0.0061955,             0.99653,                   1,               0.995,              0.7484,            0.013651,           0.0039527,           0.0021511,           0.0048322,           0.0048322,           0.0048322
                 263,            0.025728,           0.0071331,           0.0083951,             0.99688,                   1,               0.995,             0.75933,            0.014392,           0.0038726,           0.0021385,           0.0048124,           0.0048124,           0.0048124
                 264,            0.024262,           0.0076498,           0.0051622,             0.99688,                   1,               0.995,             0.75933,            0.014392,           0.0038726,           0.0021385,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021688,            0.007888,           0.0060071,             0.99699,                   1,               0.995,              0.8228,            0.011973,           0.0037376,           0.0021249,           0.0047728,           0.0047728,           0.0047728
